cust,day,orgType,price,quantity,secid,tradeId
59,76,restaurant,102,5272568,Beacon Street Pizza,85bbfabc-8715-4fa0-bd81-f419299a02bd
59,77,Gov,92,7451578,Coruscant,2cd22667-3071-4597-a761-14c835064158
59,78,Gov,105,2629938,Coruscant,46414ebc-8ec9-49b4-962c-98c3768abcba
59,79,Gov,114,6043014,Coruscant,b0677388-190b-43db-b0a4-80c510885026
59,80,Gov,112,8180449,Coruscant,bfad112f-3daf-4625-a14a-b4053656d6c1
59,81,Gov,117,7027994,Coruscant,850a015a-0db5-48d7-a439-122b57f92e39
59,82,Gov,103,6149101,Coruscant,e471874d-71bb-462f-a943-cc9e0150b785
59,83,Gov,100,3954858,New Republic,4c7efe97-9650-4e10-98b2-65b53caf6eb8
59,84,Gov,97,5192040,Coruscant,542e7efc-b506-48b9-8325-bd4f278ba743
59,85,Gov,109,8654134,Coruscant,c755f72a-25bf-4867-bfef-88490e8c7413
59,86,Gov,112,4985330,Tatooine,99cb6ebb-2abb-42ed-94f8-fd2019cd2a46
59,87,Gov,97,9161925,Tatooine,15d08e4b-3879-48fa-bb11-8a3109fa80a8
59,88,restaurant,108,5005090,Beacon Street Pizza,a29b9be9-557e-4a79-ac86-9a1d5ad39551
59,89,Gov,114,6611823,Tatooine,143d7939-a049-426e-a6ad-fdf7265751da
59,90,Gov,111,8948581,Tatooine,029ddeed-236d-4aeb-896f-fef40f162a3f
59,91,Gov,110,3532683,Tatooine,bb094a3b-9fcb-4b2d-97e0-3314f7fe5e9f
59,92,Gov,115,8579729,Coruscant,24c494c4-4df6-4ce1-85a9-9532d372f66a
59,93,Gov,101,4502341,Coruscant,eeecbbd7-643a-48ef-89ff-7dcc6b6d1fe4
59,94,Gov,92,9234024,Coruscant,20e53812-72ab-422b-86c6-0eb19c1e6227
59,95,restaurant,109,8975494,Beacon Street Pizza,3a7aecf3-51de-408e-9324-546e5570d35f
59,96,Gov,117,1297183,Coruscant,a3aa3f91-1267-4ef5-9d42-a2ca4b6cad50
59,97,Gov,108,3391661,Coruscant,c4890de2-da43-4943-91c0-e51a1fc512a0
59,98,Gov,108,7150108,Coruscant,ade68eba-fde1-46f5-9f2d-fdd4b1f0fbaa
59,99,Gov,116,4318495,Coruscant,4655580c-4c0e-4509-89d1-32332047d922
59,100,Gov,91,2428167,Naboo,c5223277-e4a2-4f35-9f67-2fd07d31aefe
59,101,Gov,115,1669954,Naboo,a3db8604-db9c-4746-a872-4dc3550575c5
59,102,Gov,91,1460930,Gotham,022c4778-8d5b-433e-97fa-03f20a0cb125
59,103,Gov,116,2505526,Naboo,aeb94595-5efc-487b-a1a6-4ad4a2dc9029
59,104,Gov,99,5050563,New Republic,5ab9c85a-3c17-4bd7-87bb-057056fe35f5
59,105,Gov,103,3276605,New Republic,36ddc0d8-d94d-477b-a6e7-101c1934301a
59,106,Gov,104,9839283,New Republic,dd04a365-a97b-4ac2-827f-75aee10cbba2
59,107,Gov,108,7037259,Naboo,84b7befa-9faf-4ffd-8e82-02ea1e7c563a
59,108,Gov,115,6072066,Coruscant,6ecae504-ca0e-43d0-970c-52acef0d71d5
59,109,Gov,102,8665438,First Order,6f0b3f68-f100-48c8-a20a-c0881bde251a
59,110,Gov,96,8837372,First Order,5beb0a10-bf76-431a-b5ad-df0ca6199f0d
59,111,Gov,117,6246931,First Order,c0ef9257-b5ca-40ff-9abe-2bfe72f2fa8a
59,112,Gov,91,9225397,First Order,51365f56-9a49-478d-bc61-100d608aaa2e
59,113,Gov,91,2604705,Gotham,ab69c25f-69f2-4061-a7b7-88b2b66e4d72
59,114,restaurant,94,6396209,Beacon Street Pizza,fe59a407-3eac-4de8-9748-1aa1c125697d
59,115,Gov,111,8364852,Coruscant,966c3ebb-0e67-4c0b-8fb4-7d1f941107d1
59,116,restaurant,118,7159143,Beacon Street Pizza,a1e36957-ec1a-45f7-a67d-0b8edc93af5d
59,117,restaurant,107,9649472,Beacon Street Pizza,8f0adc24-4c00-471a-9f1c-3a692a2c77b7
59,118,Gov,101,1364963,Coruscant,de503d2d-8004-46bb-9a0b-906ee5b0ff72
59,119,Gov,111,1547168,Coruscant,42e28b67-c1dc-4af0-9951-1afd73ca3c94
59,120,restaurant,118,7647567,Beacon Street Pizza,15a64884-cdb5-4c76-ab98-398c707460dc
59,121,Gov,93,9270983,Coruscant,c15b93ef-b0ad-4a30-acaa-a75d60677505
59,122,Gov,97,6005359,Coruscant,40c7fc58-a041-40fc-b685-b93871895664
59,123,Gov,92,6305133,Coruscant,b598a0fe-9828-405d-81ba-f5e66f2de4db
59,124,Gov,115,7480500,New Republic,743037e1-c05c-4c58-a165-b81b97bf67aa
59,125,Gov,94,4897670,New Republic,696513fa-6a90-442e-b23e-c1b6e32a8720
59,126,Gov,102,6324910,New Republic,86648d4f-cdd2-4573-86e7-eaf26570b0fe
59,127,restaurant,116,8293481,Beacon Street Pizza,8145a853-72c2-45ae-bc72-a6552cc237a8
59,128,Gov,105,8184584,First Order,7cc6f5ad-46a2-4f53-9ddd-cab56f6d1dcf
59,129,Gov,113,2174242,First Order,7d240635-3c75-4f16-9d6e-6ca707793d49
59,130,restaurant,92,9640208,Beacon Street Pizza,48797aa2-3ff8-4b16-9efc-5f92b3ac7d3d
59,131,Gov,96,4684716,First Order,2ff07171-88b2-41e2-b3b7-0061f77837bd
59,132,Gov,102,5717353,Tatooine,4e69595e-e206-4bbc-b683-c5e9f4b14ddb
59,133,restaurant,102,2989556,Beacon Street Pizza,1faccae0-f2d9-4528-b477-b1c194ad492f
59,134,Gov,94,8533567,First Order,cb8e15b8-6306-48ba-adc4-63528b44b9e6
59,135,Gov,119,9642670,First Order,70e1b745-0b16-4776-9d2e-68547ddff86c
59,136,Gov,111,2742434,Naboo,2bf2aee1-e1eb-4619-a872-43e0267bc6e4
59,137,Gov,97,1411683,Naboo,9628c6eb-fa6a-4c56-9be4-1f88a3403ad0
59,138,Gov,101,9027090,Tatooine,8ae12824-576c-4fd5-bd26-19cf4d3f87a1
59,139,restaurant,118,5960710,Beacon Street Pizza,aa841d26-2c6e-4ed8-9416-5c5d334230f8
59,140,Gov,96,1556825,Tatooine,e96af71d-fbc8-46a1-bd3b-11b10cc6d66d
59,141,Gov,103,1887440,Tatooine,c7974383-edcb-41e3-8e5e-30bc75712653
59,142,Gov,115,4717283,Tatooine,79ca5bb8-f13b-4dde-8a6e-f28b7c698018
59,143,Gov,90,6460572,Coruscant,48cf1ca8-9f76-486c-970e-143846bdec53
59,144,Gov,103,4549849,Coruscant,6d39d227-499b-473d-b142-b4d1ff289309
59,145,Gov,114,7310959,Coruscant,8606809a-dce0-476f-b583-217f89579d63
59,146,Gov,97,7851529,Coruscant,04fb9280-8140-4efd-b799-c2f17aa0809e
59,147,Gov,110,4193174,Coruscant,e1a5257e-1e17-4f55-a53c-61d47116ae6e
59,148,Gov,94,6918951,Coruscant,c79623ab-c1da-4428-a9fd-d9887833bdec
59,149,Gov,98,8569016,Tatooine,509a73a1-035c-43ec-a5d4-268f08db7f81
59,150,Gov,99,8504250,Naboo,697fae48-a5a7-40a4-bd18-edc3db3e8284
59,151,Gov,107,9130420,Naboo,c55a778b-b4f1-4ab4-90f2-c1172da9fb98
59,152,Gov,90,2902399,Naboo,1d101ca5-5a25-4b92-8e3e-202441fdfd6a
59,153,Gov,108,2793122,Naboo,85af6fdc-f310-4426-8f3b-3a15907babf7
59,154,Gov,91,3557642,Naboo,c5724422-d579-493b-91ad-09749452dce0
59,155,Gov,97,9693871,Gotham,11ba723e-74da-4803-a68d-ee90becf9e58
59,156,Gov,93,6694509,Gotham,6a45557f-2bae-4ade-9eba-0384425fb076
59,157,Gov,95,6085273,New Republic,e93bab63-7d6a-4973-bb79-47f53b29b005
59,158,Gov,94,6074996,New Republic,2c11279f-c0c1-4b44-9ff0-bb0c0ae80490
59,159,Gov,98,5006863,Gotham,3d24c2d8-a78e-4128-9bcc-f9bdc5a5f47a
59,160,Gov,106,6741937,Gotham,ca662699-abe4-4634-b54c-3a5ec0e21ecc
59,161,Gov,99,4895445,New Republic,6c0ec515-ec59-4ea4-a09a-3bb5f5e1452a
59,162,restaurant,96,6177478,Beacon Street Pizza,fbeafe9a-ac7d-45e3-aba3-be9380226b28
59,163,Gov,110,6643564,New Republic,cb1c0223-02f5-41fe-8783-1a5341de11d9
59,164,Gov,95,6420092,New Republic,1638be97-617d-4f0f-b6e8-c2de9a5a7de6
59,165,restaurant,109,7559940,Beacon Street Pizza,b6ada41a-b4fd-4254-bd0b-cd08d014935e
59,166,restaurant,108,7328880,Beacon Street Pizza,df95b82c-1447-48d3-9dbd-aab80e11abe6
59,167,tech,114,3122732,Acme Corp,7e4474db-a277-441d-84ce-76bff4f3d085
59,168,Gov,101,1023204,New Republic,be755574-bde3-4780-b378-94bca9d00d98
59,169,tech,99,5295140,Acme Corp,1a9712c4-b6c0-4f6d-b41f-e4671fdec67d
59,170,Gov,93,9559018,New Republic,d8cad749-4411-4af3-8cb6-c9e13d8ba636
59,171,Gov,93,1466317,New Republic,6ef6e526-467a-4345-af03-c47f0b0ebfef
59,172,Gov,115,3725115,New Republic,00795434-acba-43a0-8467-5fc18eee605e
59,173,Gov,107,2028118,New Republic,e8928706-f1e0-4fc6-93b7-237ad5c86e8d
59,174,tech,91,2377602,Acme Corp,7d4de445-dc8f-410d-a3e2-67a5172d5fa4
59,175,Gov,98,3611375,Gotham,d095150d-31ce-49ce-a4a9-2c52caafe01b
59,176,Gov,101,1119248,Gotham,30d92fd6-7e74-4010-8994-3e40c7bae7c5
59,177,tech,116,6354179,Acme Corp,ce9902fb-afb4-4e88-ad49-c85303837e16
59,178,tech,115,5751169,Acme Corp,155eddd5-4b61-47fe-a0aa-60e23f549cb8
59,179,Gov,99,1777162,Gotham,331b4c3e-22ee-4fc6-b950-1550f9c04b07
59,180,Gov,113,4127615,Gotham,f93a81fd-750f-4f38-bf02-207f00941131
59,181,Gov,102,7009876,Gotham,eb516d63-9d09-457b-b0be-0f07d8c48539
59,182,Gov,90,5353568,Gotham,246af641-8c4b-4248-b20e-a709606e6de9
59,183,Gov,100,1090907,Gotham,77a0b557-b467-450b-a2be-24f500e4a259
59,184,Gov,100,9370671,Gotham,0715b2cb-8e3b-40c7-b619-79c0c6a34e59
59,185,tech,91,9177341,Acme Corp,37769e75-c484-4d0d-84ea-42e01cf6f4fa
59,186,Gov,98,3120732,Gotham,934ea7af-9127-4914-9f46-5ece32ea5305
59,187,Gov,100,4522668,Naboo,45c35f17-ca14-4dc7-ad9d-b3f0f3c2b55c
59,188,Gov,112,2992048,Naboo,70d10173-08b4-4847-a1bd-10d19902d1ab
59,189,Gov,99,4372672,Tatooine,24dedc8f-a676-4845-8be5-fd38c1b4a474
59,190,Gov,114,4237049,First Order,6b99a9bc-a752-4cf4-80a9-3c5069277925
59,191,tech,101,2517736,Acme Corp,9391c6ac-6ba2-46f2-af1a-e33d4f555a75
59,192,Gov,96,3895834,First Order,0c6c9207-b5c0-4d06-9cf8-7c7b6d723a8a
59,193,Gov,117,4663142,Gotham,36143580-ea91-431d-82d3-7d77145acfa7
59,194,Gov,113,4099411,Gotham,e625cebf-b06d-41fb-be23-0153058d39aa
59,195,Gov,107,3132811,Gotham,e7bedd78-766c-4c5d-b197-d2e77a68f15a
59,196,Gov,113,8416960,Gotham,caf8d0a0-7b18-47bc-8311-235376d7be4c
59,197,Gov,94,9982656,Gotham,04735294-1f73-4f22-b09a-a59a4d748c9e
59,198,Gov,106,4408286,Gotham,3e4ba742-3948-4f09-b423-63ec7f826978
59,199,tech,97,6534971,Acme Corp,973322b4-a259-4b6c-b4cf-a21640989135
59,200,Gov,93,3246340,Gotham,2479d62e-7210-444f-a347-95749f7ff8fd
59,201,Gov,113,1183534,Gotham,589fcd7a-e216-42cf-ae85-61bd7036d3f0
59,202,Gov,112,6602193,Gotham,f1356ce8-526d-48d2-bdd3-51172d5be216
59,203,tech,94,2381630,Acme Corp,6927a74a-50eb-45d5-a67e-ce684bb9cbc7
59,204,Gov,103,5613007,First Order,f4e0bce3-def0-4249-8dce-800730a5c275
59,205,Gov,111,7216097,First Order,2fde2699-52dd-40ad-bc66-9bc7f4ec0244
59,206,Gov,109,8074474,New Republic,c7dbdbd4-e097-459e-b33f-7d7aeb499e53
59,207,Gov,109,4537186,First Order,5d694ea4-6bb6-4294-b240-8ee32639536b
59,208,Gov,95,8338448,First Order,b6abc888-dfbb-455f-b773-acf2b1907f4e
59,209,Gov,103,4661110,First Order,46e96cef-e0e0-4e2c-9fd5-e3a611f17008
59,210,tech,97,3262754,Acme Corp,8f75fd10-f5f4-4e0a-a117-83bfe45fccc5
59,211,Gov,90,3441530,First Order,7d7e09bf-43c0-4cfd-8c3a-d28e6aeb3cf9
59,212,tech,111,9582845,Acme Corp,266d4515-e6f8-4f41-87fe-78b9598199dd
59,213,Gov,95,7251389,First Order,117a506b-d74c-4e5e-a4b5-017a4777bcf0
59,214,Gov,102,8296172,First Order,b94a4eb2-1d62-42a6-9ddd-42f09ff0b9dc
59,215,tech,99,4956472,Acme Corp,7494cb6f-4a4a-4766-8754-c7fa2d80e272
59,216,tech,110,5220840,Wayne Industries,4515d99d-2d3f-42fe-821c-f1f0ceeb622a
59,217,Gov,116,8365654,First Order,64de87fb-08e6-41ea-bb18-52e7d3b0b215
59,218,Gov,98,7435070,First Order,86bca62b-c636-4dcf-a045-c0f32143386d
59,219,Gov,118,8467815,First Order,01c8c3c3-bc06-491c-a228-f0326f80d300
59,220,Gov,102,2483849,First Order,216a5c8a-2538-4afc-bfbe-b0d90b8b4f01
59,221,Gov,90,1188590,First Order,586ec05e-98ce-4bbe-ba21-5ff0e16f2279
59,222,Gov,109,9416703,First Order,b470a241-02cb-4a50-a8d2-8415c9653280
59,223,Gov,114,8507810,Tatooine,9611511e-26c3-441c-97d5-497856012a59
59,224,Gov,118,8719995,Tatooine,d9a372f7-612f-401d-9e1f-ed6fd799d361
59,225,Gov,105,2724731,Tatooine,d1d185a3-b890-4753-b56f-a77c2a0e1b13
59,226,Gov,106,8500250,Coruscant,76c7b9d4-a6f8-4c61-88e2-a9a8ea303471
59,227,Gov,90,8565447,Coruscant,f1d95a7c-50f9-4393-bde5-fd0879d5b901
59,228,Gov,118,9235474,Coruscant,da3443cf-3670-496f-b4bb-0683b197b43b
59,229,tech,107,4454695,Umbrella Corp,a33d1fbd-7565-444b-a33c-baa273b04b89
59,230,Gov,102,9542439,Coruscant,529efe1c-ff86-4592-848c-6754cb28afb9
59,231,Gov,117,1687748,Tatooine,a8d15068-5ce1-4293-a6ae-68ededd3d98b
59,232,tech,108,2742672,Wayne Industries,e5d5ca53-8658-45d4-9e36-5ce4cd7fbd4a
59,233,Gov,99,7709226,New Republic,c38547aa-3d83-4e84-91b0-6722834b850e
59,234,Gov,119,2276510,New Republic,e4bcc1c1-81e3-4c8c-888b-80912de23ae0
59,235,Gov,96,4980675,New Republic,aaa59b8b-dc79-4bcf-8421-bc2e73424a6c
59,236,tech,90,3316330,Wayne Industries,bf1d85ea-182f-4b8d-ac47-616401bb1d86
59,237,Gov,107,4448698,First Order,9a2c79ab-c10d-4ca7-a8b9-7b77c1ca0631
59,238,tech,119,9735796,Wayne Industries,9d9837f4-610b-4afe-b19c-9ea7b0b611fc
59,239,Gov,114,9112411,First Order,2cefe68a-0f61-4ab0-89bd-83b5766e2a7f
59,240,Gov,101,5425120,First Order,97202940-8b30-4f27-9932-794af8614fc5
59,241,Gov,117,5842001,First Order,f3eec7b4-7b92-4f19-a352-1b5939a64f12
59,242,Gov,90,8735902,New Republic,78499545-4c22-4b6d-9929-9aef7ad800f8
59,243,Gov,94,3834511,Gotham,bd583a4d-2e05-4037-b60b-627a4c988382
59,244,Gov,90,5483906,New Republic,19bbff52-0156-48cd-bc23-07136d427bc4
59,245,Gov,110,4112565,Tatooine,23d089bc-9747-4098-899f-486399269ec3
59,246,Gov,105,2995987,First Order,66de2c59-649d-4875-84ae-d30139f847a5
59,247,tech,100,2130428,Wayne Industries,79db59d9-0176-4798-b945-cb2b8f99b8d5
59,248,Gov,113,3489989,Gotham,ce23effb-111e-479f-b3e8-0381d6ced445
59,249,airline,90,1263486,Oceanic Airlines,a8afee01-b493-4484-a241-9dd17fd83d7b
59,250,Gov,106,5714906,Naboo,cfd13d0d-6851-4e20-b8b7-d8f20c8d80b0
59,251,Gov,111,1693589,Naboo,c3ac88ef-0326-4a79-9a29-5ad287f6f5ff
59,252,Gov,110,7367858,Naboo,0a735710-1da5-49e7-94fc-4ed20d10543f
59,253,airline,111,1035506,Oceanic Airlines,8bbdf42a-9621-4ac5-a49f-4d76d9b927ac
59,254,Gov,106,6652482,Naboo,de3ae83d-6b7a-4b1c-9a09-98e7185de4d4
59,255,Gov,106,6559853,First Order,4de78510-e42b-4857-b3c5-5f81128fdfb9
59,256,airline,91,4894780,Oceanic Airlines,1db105b5-6890-453f-8ec9-6696a12ba759
59,257,Gov,107,6765639,First Order,105a4505-77ed-483a-b655-fdb446faeb01
59,258,Gov,102,1892732,First Order,11dbca22-2923-4ea8-9eb6-3441229747ab
59,259,Gov,110,2127514,First Order,ce03e9c8-3e6d-4452-bbe2-de4758af763b
59,260,Gov,106,1958777,New Republic,a4139d1c-93d7-44c0-b9fe-baeb851ed2e3
59,261,Gov,99,7225122,New Republic,a51e29cb-6eff-4428-b70c-9a00b8e62c6b
59,262,Gov,97,6203101,Gotham,91859d63-60bf-471e-b028-ce9849d388ff
59,263,Gov,95,6198988,Gotham,c296075e-5cee-41bc-9c66-9df1db3a04b2
59,264,Gov,119,7497038,Tatooine,c964d673-fef9-431c-9e42-92b711b2ef4c
59,265,Gov,106,4780239,Tatooine,692c37de-f42f-42b7-948a-a528db2ab31c
59,266,Gov,107,3487629,Tatooine,d8663b32-2791-4206-a4fb-ab64fea3eccc
59,267,tech,93,6784867,Acme Corp,f7bcb5f6-084d-487c-94a7-128363368f5a
59,268,Gov,95,4912716,Tatooine,5c85a3b2-d23e-40fe-8f13-d12441a6ca09
59,269,Gov,114,2098170,Tatooine,06e7c42d-443b-4ff8-99c3-1aa5446221b7
59,270,Gov,110,6767219,Tatooine,325d348a-9873-4c7a-9fce-6682ddb50797
59,271,Gov,110,2641628,Tatooine,b4f31b22-a705-4746-852f-a7d1773bc2ad
59,272,Gov,110,2561628,Tatooine,dd8a4e21-a044-420d-9aec-e401becea59f
59,273,Gov,104,3557561,New Republic,570277d8-63f7-48a2-8d91-4691190977e6
59,274,tech,97,4995653,Acme Corp,409d2401-519e-49d2-870b-8c2b1372a0f3
59,275,Gov,94,7914140,New Republic,95157cfb-57f6-46d0-b9c8-af5e1d3a51a6
59,276,tech,93,7078401,Acme Corp,a3aab314-8133-4905-a916-faec582c9476
59,277,tech,97,2165463,Acme Corp,7a0cd06a-2040-4c0d-acd4-98741a894b26
59,278,Gov,109,8576341,New Republic,16465f0b-e3b5-4444-a771-64515894fe7c
59,279,Gov,106,7005374,New Republic,cd02d43f-d4c0-42fe-a78b-e020d1a832a8
59,280,Gov,96,3316994,New Republic,747ab484-7789-495e-bb04-024d37c3b063
59,281,Gov,107,5966232,New Republic,44658c57-003f-4598-9d68-778a3f4fabbd
59,282,Gov,114,5630747,Gotham,62418091-7448-4761-867c-ed74b0fd7776
59,283,tech,107,5807871,Stark Industries,3f3db663-8207-4f05-9999-5c023d1ac8bb
59,284,Gov,119,6928318,Gotham,fd2a552b-5394-4890-8acd-33277884dd2c
59,285,tech,118,4741249,Stark Industries,5d251518-de99-4a5e-b9fd-10e45ebbe5ee
59,286,Gov,109,2058202,Gotham,ed5a1645-b360-4b4b-9aad-3c6a167558cd
59,287,Gov,104,9114331,Naboo,bf1263b9-4eec-4a0a-bba0-4e1a870bbe2f
59,288,Gov,92,2903415,Naboo,01df145b-e688-435a-9b6b-ebeb29dee853
59,289,Gov,111,8960311,First Order,2773bf0d-d9d9-49f2-bcdd-9b72fd65e797
59,290,tech,96,7363438,Stark Industries,db88c806-c9d4-4aee-907d-9405fb85f40d
59,291,Gov,103,5834851,First Order,2dae6ba4-38d0-4727-a0bd-6e70fce6c9dc
59,292,Gov,104,7434418,First Order,13265574-bfb5-427a-b68a-abb5f22ebc01
59,293,Gov,107,9042917,First Order,2f11cc63-3a49-4889-ae44-74e308fb2942
59,294,tech,119,8044558,Stark Industries,e8d00836-45e3-461e-807e-983d56460938
59,295,tech,102,7022597,Stark Industries,1ba90cfc-d65b-4e3d-8dd8-936ee6646a1e
59,296,Gov,103,8406997,Coruscant,de119f44-1ad4-4497-8c02-bf8e04fe3ea2
59,297,tech,119,8228558,Stark Industries,05f4ccec-a1b1-4033-814b-1c91547caf14
59,298,Gov,90,1192281,Coruscant,03c88423-b6b9-4781-9150-dc9679279d25
59,299,Gov,116,2781788,Coruscant,dc194c1a-5c76-489f-a4d5-796d250208bd
59,300,tech,102,5237604,Stark Industries,1fd857d2-d513-459a-9d9a-84f909de3c37
59,301,Gov,113,2536422,Coruscant,45beae7a-5c55-47c4-80ca-674829c4d732
59,302,Gov,110,9367735,Coruscant,7575986d-ef41-4b91-83ca-75cc71bed9d9
59,303,Gov,92,5498193,Coruscant,0a88fd32-6fd1-4be9-bae5-f7a94e58d30b
59,304,Gov,96,9324917,Gotham,f99ff378-4e0d-41a3-b3e8-587d7280290e
59,305,Gov,110,3921835,Gotham,87684bd8-7ae0-4be1-8861-7d9e3593c47f
59,306,Gov,116,6379779,Gotham,39dee13b-3d42-4294-9c00-9c26ef6ab6d8
59,307,Gov,119,2865024,Gotham,3fb398d6-a026-4fc8-bcf8-aedc302b5294
59,308,Gov,97,1839219,Gotham,ae5a4322-3c6e-4165-9eb2-1aab7422af52
59,309,Gov,116,1735362,Gotham,5389129b-5162-47a1-99c6-de70d6c8f296
59,310,Gov,103,6978623,Gotham,a0896454-472c-44ca-ae42-7c0759a76e52
59,311,Gov,104,8414711,Gotham,d1bdbb09-35bc-4c20-9c37-0738efa4b871
59,312,Gov,97,9830782,Gotham,9a0e4a74-9158-480b-90d8-8cc567957a2b
59,313,Gov,110,6522332,Gotham,2e367ffa-07b1-4143-9edb-f2070ffa883d
59,314,Gov,109,5266232,Gotham,d9951d43-1ac1-41cd-81f5-86a02fed9a1a
59,315,Gov,110,8534782,Naboo,14cd695e-2530-4943-8106-2f077fb3aa20
59,316,Gov,95,5923094,Naboo,edc656cc-2a66-4a6a-b2e8-5ab57038fa5a
59,317,Gov,117,3767953,Naboo,a3a4b744-286d-4088-8c38-d924d8b3ea0e
59,318,Gov,100,3023411,Naboo,8659e87d-fe1b-46f1-8c2c-ca9a0aafad55
59,319,Gov,103,2478295,First Order,8444ce0e-df4f-4d19-a26d-33cdd327b9be
59,320,Gov,107,8753465,First Order,30d4471f-219d-4b2a-a6d2-f8595abd68f5
59,321,tech,95,2731415,Stark Industries,82abde4c-0809-488e-8e62-c161266cf91e
59,322,tech,111,1621014,Stark Industries,51b2263e-12a1-4255-9abe-a42b5cdd0210
59,323,Gov,106,6412527,First Order,0e9c75f7-0588-4b1a-b898-1338b0a400db
59,324,tech,105,3441946,Stark Industries,4a8917ba-c9fc-4b81-8f9a-a71d438feed9
59,325,Gov,113,7258795,First Order,5b35b03b-f9ed-4665-9a70-88b0b8e708fc
59,326,tech,106,4137160,Stark Industries,81027d0d-ca4e-4537-ac46-c65084fc9535
59,327,tech,94,7604777,Stark Industries,a5f6f3f0-650b-4d68-9f6d-e09b349138b1
59,328,Gov,91,3491866,First Order,eb4abbab-6f3f-4e9d-b9f0-7049bf69839e
59,329,Gov,97,5194830,Naboo,56fe6882-cdf3-48fe-8712-99697d6ce9ed
59,330,Gov,93,4863686,New Republic,c4c98d60-5325-423c-9dac-4a7180305ccd
59,331,Gov,90,2358672,Tatooine,078fc68a-f433-4017-abd2-6eb07de853ed
59,332,tech,105,2256031,Stark Industries,431db914-4119-419e-8160-3ecf1b23efb5
59,333,Gov,117,1337971,Gotham,2683a105-b4b1-45d7-b171-bde2862c1ea5
59,334,tech,101,2252505,Stark Industries,f3d68a49-ff35-43d8-9aae-90146d3288c6
59,335,Gov,115,2085860,Gotham,af2bebb9-6dfc-46d0-8946-40ef91a5507c
59,336,Gov,113,2279192,Gotham,532ae80a-e096-45f5-b65e-be1e727b7fcc
59,337,Gov,90,7880851,Gotham,025f4a00-fe0b-44c2-8792-d2cfc32ea434
59,338,Gov,118,7860897,Gotham,6ca2eb58-ef2c-46eb-844d-a40e37aadd15
59,339,Gov,94,7169683,Gotham,92041042-d20f-4a38-a61a-47ba06fea025
59,340,Gov,105,6694640,Gotham,f0b2062a-604e-44b9-8eb4-eb0243d2dac3
59,341,Gov,92,6517667,First Order,9bd06893-3872-476f-9460-b6f84afd8e77
59,342,Gov,109,1268310,First Order,e19f8adc-6d29-43e5-9a21-bfa6e9dadf01
59,343,Gov,117,3177927,First Order,cb0c2a2a-c275-409b-abba-49b745c865c4
59,344,tech,94,9639979,Stark Industries,6fe20547-fdb0-4d20-974d-027dbbad6472
59,345,Gov,109,7664578,Coruscant,d0964db3-1bd5-41b1-95f4-7beb8a2e10be
59,346,Gov,112,4322414,Coruscant,ab4e2b08-d2f3-470b-8285-f12cad7eadb9
59,347,Gov,101,4751083,Coruscant,b9b8474d-7986-4f9b-900c-357196b47fa5
59,348,Gov,115,9295692,Gotham,0a804e2b-935c-46c8-98fb-b6c7bbb12402
59,349,Gov,111,7146540,Coruscant,3ef5c2ae-129c-4c39-9d9a-bee43e059334
59,350,Gov,107,6870022,Coruscant,805a38e6-dcb4-4587-ad98-d6f105242802
59,351,Gov,98,2255164,Tatooine,38174819-9964-4445-8e43-ede0e2802ce6
59,352,Gov,108,1376121,Tatooine,8babcfbb-5446-4751-a9e0-4ace08aa4ca4
59,353,Gov,96,2509933,Tatooine,a8524384-9e11-4284-871d-7b1a1c7b05e7
59,354,Gov,113,7150993,Tatooine,92879c4a-2b2b-4e71-bed3-4807ff0d1d1c
59,355,Gov,102,4445564,New Republic,a75fb4f4-ea2b-4f87-85d6-604404edfd19
59,356,Gov,97,4450977,New Republic,659d1cdc-e20f-4e80-8f8c-ef0b0e98a7d7
59,357,Gov,111,9565768,New Republic,da8abdc7-9b06-4661-b0ae-a327454a466e
59,358,tech,96,4295598,Stark Industries,fde5459d-240a-4b3a-b316-12efce7277c2
59,359,Gov,116,4465219,New Republic,52ba4871-929a-4b02-9ad7-a3ca8b833875
60,0,tech,98,7295315,Umbrella Corp,6863854c-55ee-4099-8818-892579a55baa
60,1,Gov,106,9226626,Tatooine,dbdcfe5f-9d87-47fb-a15f-d3081c5f516c
60,2,Gov,119,2984892,Gotham,697ab8db-13e0-4462-bc93-2367621533e6
60,3,Gov,93,6522294,Gotham,d6546629-e435-45bf-9546-60ffee8b0fd3
60,4,Gov,95,4810921,Gotham,cd793c61-7aa4-44d0-a6a0-978823166352
60,5,Gov,103,2208995,Gotham,6ce3411b-4c88-455d-9859-29033424e22d
60,6,Gov,108,1128026,Gotham,2654adda-295d-4d98-b562-44a9ac51c53d
60,7,Gov,104,8305313,Gotham,fe0bd544-96f8-4bbd-992a-3e7c7bb04025
60,8,Gov,107,5104288,Gotham,61cb9ae3-f7f9-4c45-ae58-ff4065317753
60,9,Gov,101,4044730,Gotham,e5d81a26-31c6-4fe0-beab-3b549f52bc26
60,10,tech,105,5615621,Umbrella Corp,8b62f3e9-689c-41a7-92e0-97a950af0fd9
60,11,Gov,96,5915833,Gotham,e3d5095b-ffc0-4fd8-a7f0-25bbd8ea92d0
60,12,Gov,94,3699228,First Order,2bfea881-e370-412f-bf4c-b8f8174a1a79
60,13,Gov,103,1006583,First Order,91f496f8-a0ce-4271-abfe-9e82631cec20
